Version  	 2.0
 Type  	analog
 Azimut 	180
 Exceed 	20
 Alpha  	40
 Quantity of cycles 	1000
 Quantity of strobes 	2001
 Strobe 	10
 Delay  	0
 Time begin 	18:15:14
 Time end   	18:16:04
 Data
636881	642546	
636835	644194	
636296	643373	
637219	645921	
636820	724639	
636576	665453	
631166	1676758	
659115	2586559	
639230	1141553	
639315	774637	
640126	694701	
640690	660090	
639034	666295	
637427	671378	
638835	658277	
636776	654743	
637160	660383	
636941	653155	
637035	649841	
636896	652207	
636764	651413	
637502	649988	
637081	649727	
637271	650887	
637071	649283	
637070	650543	
637023	648034	
636758	650257	
636835	651175	
636731	655171	
636813	666729	
636934	684672	
637160	715184	
637401	756416	
637922	797467	
638266	832778	
638388	856690	
638578	871610	
638575	871952	
638617	864668	
638681	850161	
638620	841753	
638667	839409	
638702	833365	
638812	825380	
638804	818183	
638821	808199	
638748	795000	
638788	782757	
638785	774365	
638707	767190	
638646	763058	
638501	759210	
638482	754638	
638344	745081	
638302	740240	
638276	736189	
638186	732020	
638185	726856	
638230	721570	
638164	718947	
638160	715852	
638116	714492	
638135	711736	
638075	709826	
638103	708243	
637981	705842	
637972	702222	
637952	699824	
637842	697183	
637856	693662	
637872	693364	
637904	689462	
637889	688166	
637879	686999	
637868	683463	
637899	684070	
637858	681191	
637851	682124	
637743	679939	
637786	679274	
637726	678296	
637692	676528	
637663	674441	
637742	675265	
637600	675684	
637643	675001	
637538	675539	
637630	673068	
637632	673321	
637554	668309	
637595	668913	
637545	667047	
637509	666715	
637411	666859	
637412	665637	
637492	664545	
637436	664960	
637414	662984	
637417	662724	
637408	661197	
637357	660554	
637404	658938	
637314	659737	
637401	658619	
637321	657959	
637218	658802	
637307	657141	
637325	656839	
637275	655944	
637210	655328	
637279	655812	
637252	655739	
637236	655241	
637192	654567	
637189	653692	
637281	653185	
637224	654186	
637180	655204	
637140	653707	
637148	654168	
637262	653362	
637085	652748	
637093	652772	
637137	652245	
637133	652015	
637209	650757	
637092	651255	
637116	652310	
637150	651355	
637157	650231	
637134	650210	
637083	650069	
637093	650104	
637124	649419	
637114	648728	
637004	649495	
637071	649693	
637145	648649	
637076	649516	
636987	650323	
637068	649921	
637039	648624	
637099	649507	
637106	649148	
637089	649616	
636991	648990	
637060	648246	
637035	647004	
637093	648987	
637059	648551	
637046	647878	
637032	648416	
637061	647213	
637040	647213	
637023	646476	
637029	646700	
637023	648122	
637059	647361	
637030	647596	
637014	647161	
636955	645995	
636981	647185	
637079	647793	
637003	646583	
637028	646394	
637052	646254	
636975	646456	
637041	647179	
637026	647313	
637005	645758	
636976	646145	
636994	645808	
636982	647092	
636981	646925	
636990	646510	
636919	647268	
637052	646004	
637009	646652	
637041	645430	
636938	646036	
636981	646796	
636987	645311	
636994	645068	
637002	646451	
636959	647138	
636971	645707	
636950	645371	
636949	644739	
636981	645264	
636994	646314	
636999	644728	
636898	644936	
636952	645009	
636937	645259	
636971	644659	
636952	644490	
636930	645468	
636979	645651	
636929	645171	
636993	644117	
636896	645591	
636986	644744	
636977	645352	
636987	645359	
636935	645634	
636970	644114	
636938	643599	
636939	643673	
636864	645992	
636924	644656	
636932	645798	
636979	644211	
636901	646038	
636923	645007	
636912	643275	
636964	645063	
636916	644204	
636937	644430	
636875	644362	
636959	645148	
636952	643757	
636877	644898	
636868	645731	
636970	645205	
636907	645186	
636932	645253	
636923	644448	
636954	643227	
636910	643999	
636988	643957	
636989	645080	
636906	645026	
636890	643977	
636858	644622	
636932	644031	
636917	643869	
636915	645435	
636903	644340	
636845	643933	
636950	643557	
636852	645513	
636947	644918	
636880	644523	
636914	644197	
636911	644790	
636931	645171	
636900	644218	
636948	644098	
636949	644329	
636905	643986	
636908	644486	
636916	644620	
636915	643988	
636905	644827	
636863	644308	
636845	644279	
636918	645054	
636864	644343	
636919	644361	
636920	643235	
636934	644138	
636896	644706	
636880	643624	
636921	643452	
636916	643828	
636891	644506	
636940	644654	
636961	644075	
636864	643646	
636916	643961	
636842	645237	
636881	644223	
636873	643864	
636880	643952	
636837	644442	
636948	644848	
636825	644034	
636909	643756	
636892	644649	
636843	644149	
636907	644484	
636927	643166	
636881	644644	
636933	643775	
636892	644078	
636901	643333	
636879	644561	
636833	643855	
636891	643898	
636951	642563	
636882	643754	
636855	644472	
636873	643777	
636873	643798	
636864	644257	
636878	643455	
636818	644715	
636920	645028	
636951	643611	
636869	644094	
636888	643912	
636842	644418	
636880	644044	
636939	644970	
636828	643518	
636810	644211	
636886	644567	
636887	643169	
636891	644215	
636865	643579	
636921	643816	
636880	643681	
636877	642729	
636816	642798	
636874	644312	
636854	644561	
636900	643661	
636939	644270	
636877	643459	
636845	642205	
636847	642747	
636820	644132	
636806	642993	
636793	644391	
636851	643822	
636899	644002	
636909	643609	
636886	643994	
636827	643750	
636841	643158	
636915	644233	
636883	643772	
636797	643607	
636814	642970	
636857	642070	
636895	642938	
636793	643331	
636853	644077	
636843	643153	
636811	642456	
636865	643358	
636806	642775	
636883	644043	
636848	643259	
636863	641840	
636776	644054	
636819	643463	
636815	644288	
636907	643874	
636843	644674	
636874	642465	
636812	643694	
636874	642593	
636795	643546	
636879	643737	
636841	643227	
636840	643566	
636726	643771	
636864	643439	
636862	644174	
636823	643703	
636799	642770	
636797	643727	
636888	643258	
636941	643967	
636815	644258	
636849	643364	
636864	643616	
636887	642663	
636815	643001	
636808	642315	
636800	641730	
636880	644595	
636835	643326	
636824	643722	
636803	642184	
636815	643857	
636886	643128	
636752	644480	
636839	643373	
636814	643622	
636846	642702	
636809	643358	
636872	643904	
636789	643745	
636837	643342	
636865	642836	
636787	643546	
636835	643887	
636805	642496	
636816	643250	
636861	643862	
636707	644498	
636789	642188	
636800	642907	
636828	641228	
636795	643233	
636857	643922	
636726	643928	
636897	644680	
636725	643158	
636778	642948	
636790	642849	
636791	643437	
636808	643150	
636807	644006	
636826	643039	
636769	643964	
636812	643202	
636850	642681	
636775	643115	
636788	642789	
636808	643351	
636928	642714	
636814	644545	
636817	643606	
636735	643483	
636837	642489	
636905	643003	
636752	643730	
636750	642346	
636765	643330	
636827	643185	
636853	643581	
636775	642008	
636790	643285	
636812	642436	
636787	642816	
636807	642719	
636789	644301	
636844	642041	
636774	642703	
636779	644118	
636827	643897	
636851	643877	
636826	643938	
636833	644258	
636733	644769	
636831	643142	
636815	643745	
636813	643982	
636811	642314	
636841	642760	
