Version  	 2.0
 Type  	analog
 Azimut 	180
 Exceed 	20
 Alpha  	40
 Quantity of cycles 	1000
 Quantity of strobes 	2001
 Strobe 	10
 Delay  	0
 Time begin 	17:29:35
 Time end   	17:30:25
 Data
634692	668741	
634695	668456	
634052	668318	
635011	670899	
634858	742547	
634014	685679	
632034	1586494	
649437	2294323	
637418	975986	
636192	746046	
636498	705191	
638042	680587	
635420	677441	
634937	685533	
635495	679703	
634670	675549	
634572	680021	
634699	676561	
634861	674035	
634707	673921	
634535	675580	
634942	674023	
634816	672840	
634890	671629	
634762	672157	
634753	674574	
634711	671946	
634667	673873	
634686	674703	
634491	677226	
634617	685413	
634695	696949	
634938	718523	
635063	745712	
635386	780279	
635777	814970	
636004	847264	
636198	875304	
636311	890414	
636228	896111	
636383	896780	
636521	896472	
636609	887887	
636549	872255	
636529	851501	
636543	833647	
636585	820645	
636523	815130	
636530	811922	
636460	802213	
636397	793961	
636275	782552	
636231	775478	
636095	768128	
635972	761943	
635919	757816	
635913	752118	
635850	749598	
635812	745317	
635770	743501	
635747	740203	
635746	737204	
635684	732873	
635632	729124	
635664	727754	
635541	725578	
635532	723399	
635426	719394	
635495	716122	
635380	714472	
635459	711475	
635374	708346	
635460	709297	
635384	707923	
635386	706093	
635303	708250	
635358	705044	
635315	705740	
635309	705037	
635302	701348	
635270	698707	
635289	696286	
635178	695208	
635220	693115	
635214	693422	
635228	695425	
635193	696283	
635272	695510	
635255	692817	
635210	691398	
635146	690682	
635117	689235	
635049	687702	
635164	689148	
635141	687938	
635095	687049	
635091	686823	
635045	686942	
635123	686251	
635093	684612	
635035	683308	
634942	683648	
635056	682922	
635109	682416	
635057	681016	
634998	681789	
634988	681346	
635047	680456	
635021	680403	
635013	679380	
635016	678665	
634963	677436	
635055	677546	
634921	678377	
634944	678872	
634878	677386	
635033	677806	
634927	677008	
634987	676713	
634904	675328	
634855	676358	
634899	676798	
634899	676096	
634892	675516	
634917	674731	
634930	674355	
634897	674763	
634848	676162	
634889	674980	
634882	675740	
634972	674777	
634951	674688	
634847	674336	
634910	673662	
634878	674450	
634858	674484	
634792	674813	
634860	673964	
634878	674761	
634881	674282	
634861	674076	
634883	673525	
634846	673926	
634875	674516	
634858	673802	
634835	674879	
634915	675517	
634840	672818	
634908	673199	
634864	671235	
634757	671969	
634865	672242	
634794	671352	
634883	671814	
634855	671350	
634774	671311	
634902	672176	
634725	671375	
634845	671553	
634772	671094	
634858	672221	
634844	672562	
634805	671704	
634875	671125	
634824	670451	
634752	671417	
634794	671239	
634850	671387	
634831	671475	
634777	670331	
634796	671511	
634748	671263	
634779	671249	
634764	671389	
634786	670300	
634826	670958	
634713	671288	
634801	669029	
634798	671338	
634773	671143	
634677	670515	
634748	670497	
634838	670797	
634824	669941	
634705	670197	
634725	671289	
634820	669610	
634763	669763	
634800	669737	
634774	669989	
634769	669412	
634776	669747	
634771	669557	
634750	669797	
634688	670172	
634775	669343	
634797	670402	
634762	669798	
634762	670002	
634675	669608	
634760	670202	
634780	669794	
634833	670363	
634732	668840	
634673	669307	
634820	668609	
634770	668681	
634734	670051	
634761	671460	
634713	668842	
634783	669154	
634780	668919	
634707	670446	
634744	668238	
634673	670225	
634775	669765	
634742	670487	
634707	670373	
634777	670326	
634728	669037	
634733	669596	
634750	669493	
634729	669334	
634756	669102	
634779	669104	
634687	670089	
634678	668469	
634664	669345	
634754	671056	
634751	668788	
634801	669093	
634740	670341	
634749	667404	
634729	668568	
634668	670844	
634755	668891	
634704	668402	
634772	669128	
634678	668195	
634747	670638	
634665	669539	
634783	667902	
634731	669371	
634704	670352	
634693	669548	
634686	668699	
634696	670518	
634755	669078	
634741	669372	
634725	669737	
634678	668710	
634707	669517	
634706	669410	
634747	669178	
634666	669089	
634732	669407	
634696	669702	
634694	669542	
634723	669612	
634737	669091	
634704	670039	
634718	668760	
634746	669283	
634713	669687	
634703	668992	
634626	668024	
634734	669877	
634711	670160	
634736	668900	
634702	668766	
634694	668097	
634741	668345	
634694	669781	
634612	668884	
634615	670017	
634732	668778	
634794	670764	
634771	668648	
634676	668861	
634713	670144	
634636	668752	
634764	668188	
634728	668628	
634672	667810	
634651	669710	
634725	669305	
634731	669210	
634607	669057	
634727	668589	
634620	669402	
634703	669126	
634676	669655	
634614	668976	
634649	669457	
634703	668988	
634726	668698	
634632	669312	
634676	668011	
634652	668936	
634730	668641	
634752	667485	
634706	668477	
634665	669142	
634756	667429	
634715	670182	
634661	667957	
634622	669512	
634676	670945	
634675	668899	
634759	668544	
634724	669382	
634625	667523	
634646	668871	
634750	667472	
634711	669747	
634648	668795	
634648	669138	
634727	668124	
634644	669004	
634662	668571	
634683	668258	
634664	668946	
634770	669162	
634681	669524	
634712	668415	
634645	668994	
634665	668994	
634691	669144	
634687	668953	
634636	668498	
634606	667611	
634639	668601	
634686	668540	
634600	669305	
634646	669628	
634634	668796	
634714	668282	
634674	668290	
634679	667962	
634653	668194	
634708	668092	
634651	667307	
634683	668652	
634600	668591	
634658	668718	
634674	669202	
634726	668502	
634597	668153	
634712	668060	
634671	668496	
634616	667996	
634703	668478	
634703	669613	
634688	667909	
634695	668986	
634663	667546	
634618	668920	
634709	669647	
634700	668482	
634692	668599	
634709	669437	
634606	667522	
634638	668958	
634615	667968	
634647	669148	
634698	667602	
634624	668602	
634640	668248	
634698	668869	
634652	669577	
634640	667898	
634699	668658	
634661	668729	
634696	667683	
634643	669196	
634631	667494	
634607	668154	
634636	669661	
634633	668870	
634622	667292	
634665	668911	
634681	667566	
634618	668197	
634716	669141	
634598	668146	
634645	668261	
634695	668442	
634550	668721	
634664	669227	
634553	669088	
634657	668462	
634671	668239	
634644	668962	
634660	667640	
634656	668374	
634686	667763	
634554	668629	
634655	667915	
634690	668213	
634675	668478	
634625	668137	
634576	669397	
634639	668042	
634728	667551	
634659	668630	
634557	667030	
634633	668226	
634679	667747	
634662	667873	
634664	667122	
634579	668859	
634590	667855	
634630	668112	
634686	666801	
634579	668341	
634589	667691	
634609	667868	
634672	668059	
634616	668725	
634627	666964	
634694	668806	
634616	667951	
634642	669199	
634634	669289	
634635	666806	
634580	668701	
634701	668173	
634658	667825	
634640	668005	
634625	667740	
634564	667913	
634690	668154	
634623	667738	
634664	668500	
634565	668010	
634702	669056	
634675	667447	
634685	668288	
634619	667433	
634606	668274	
634652	668686	
634685	667872	
634672	667090	
634615	669580	
634612	667332	
634693	668437	
634707	669216	
634576	668702	
634643	668842	
634623	668884	
634556	668537	
634720	667945	
634641	667280	
634641	668703	
634696	668594	
634575	666854	
634676	669148	
634635	667370	
634607	667076	
634632	668898	
634660	667240	
634600	666649	
634597	668410	
634625	667746	
634643	669067	
634580	668000	
634658	669162	
634556	667979	
634694	667533	
634632	667189	
634562	668768	
634611	668433	
634725	666921	
634609	668616	
634636	668142	
634553	668522	
634612	667702	
634713	667330	
634644	668122	
634582	668226	
634530	667521	
634719	668122	
634650	668124	
634566	668537	
634591	670026	
634680	667761	
634647	668092	
634699	668406	
634617	668800	
634533	667286	
634621	668399	
634674	668507	
634673	665916	
634575	668377	
634608	667751	
634657	667434	
634618	668152	
634604	667880	
634630	668314	
634580	668477	
634580	668400	
634590	667979	
634612	668388	
634667	668318	
634585	668617	
634650	667411	
634576	669422	
634656	668203	
634654	667177	
634616	668162	
634642	667563	
634566	667655	
634644	667693	
634694	667467	
634541	668194	
634629	668126	
634612	668604	
634630	668643	
634606	668214	
634575	667601	
634679	668286	
634658	668480	
634615	667870	
634571	668713	
634585	668039	
634643	667900	
634690	668048	
634568	667652	
634598	668571	
634657	669106	
634699	668343	
634706	666758	
634584	667549	
634638	667327	
634591	666986	
634639	668601	
634586	669050	
634658	667809	
634616	667359	
634656	667849	
634730	667638	
634617	667914	
634626	667246	
634652	668430	
634659	667974	
634630	668139	
634566	669515	
634684	667697	
634627	667266	
634675	669077	
634609	669368	
634564	668872	
634715	668320	
634736	666646	
634526	667921	
634674	667652	
634634	669507	
634619	667610	
634725	667753	
634575	667762	
634691	667046	
634628	667477	
634688	667767	
634583	668236	
634592	667302	
634640	668381	
634604	667106	
634606	667351	
634609	669160	
634605	668453	
634613	668174	
634684	668709	
634668	668594	
634596	666779	
634527	667174	
634632	666354	
634625	667922	
634609	667201	
634599	669352	
634509	668544	
634613	669237	
634620	668239	
634595	667820	
634730	667776	
634782	668624	
634656	666414	
634576	667801	
634623	667079	
634532	668248	
634501	667396	
634617	667510	
634655	668593	
634639	668072	
634524	668342	
634638	667922	
634636	667071	
634588	668545	
634594	668793	
634516	668386	
634665	668535	
634608	667608	
634503	668551	
634613	668505	
634542	667204	
634590	666298	
634634	667690	
634533	666280	
634513	668605	
634562	667761	
634618	667649	
634578	666847	
634534	668251	
634601	666485	
634617	668416	
634561	667999	
634521	667409	
634565	669057	
634574	667295	
634565	668155	
634563	668547	
634613	667190	
634599	668054	
634578	667218	
634548	669011	
634557	668034	
634540	667863	
634564	668321	
634572	667444	
634566	668770	
634578	669213	
634537	668183	
634559	666761	
634578	667279	
634574	668129	
634569	667418	
634476	668696	
634566	667633	
634618	666756	
634643	668702	
634549	668341	
634492	666869	
634598	669485	
634550	667476	
634475	668342	
634649	668654	
634621	668020	
634563	667414	
634564	669058	
634573	667012	
634596	668021	
634567	666939	
634483	667955	
634573	667160	
634587	667011	
634518	668257	
634629	667656	
634503	667574	
634574	667314	
634549	667704	
634541	666522	
634555	668465	
634526	667709	
634587	668044	
634510	667815	
